date,actual,forecast,lower_80,upper_80,lower_95,upper_95
2020-07-19 00:00:00+00:00,50896.18452380953,56467.78610856188,47017.44395975156,65918.1282573722,42014.73501702975,70920.83720009401
2020-07-26 00:00:00+00:00,50475.73809523809,58110.494441895215,48583.06686155508,67637.92202223535,43539.55135631996,72681.43752747048
2020-08-02 00:00:00+00:00,50049.392857142855,57969.095632371405,48365.20132497346,67572.98993976935,43281.20677958835,72656.98448515446
2020-08-09 00:00:00+00:00,49450.92261904762,57292.3337276095,47612.57673496162,66972.09072025737,42488.42290984434,72096.24454537466
2020-08-16 00:00:00+00:00,52076.73809523809,56307.720632371405,46552.69090377702,66062.7503609658,41388.690099224164,71226.75116551865
2020-08-23 00:00:00+00:00,51872.05952380953,57652.58967999045,47822.863611843626,67482.31574813728,42619.32095367497,72685.85840630594
2020-08-30 00:00:00+00:00,51653.375,57589.071822847596,47685.212769738544,67492.93087595665,42442.42647985991,72735.71716583529
2020-09-06 00:00:00+00:00,51617.744047619046,57908.53015618093,47931.0889154171,67885.97139694476,42649.35056831036,73167.7097440515
2020-09-13 00:00:00+00:00,51507.63095238096,58122.06587046664,48071.58114176127,68172.55059917201,42751.17590782878,73492.9558331045
2020-09-20 00:00:00+00:00,52181.32738095238,59605.91110856188,49482.90993050284,69728.91228662092,44124.116807120045,75087.7054100037
2020-09-27 00:00:00+00:00,53411.93452380953,59126.05991808568,48931.05808287106,69321.06175330031,43534.150113934294,74717.96972223707
2020-10-04 00:00:00+00:00,57410.319444444445,57759.48140902834,47065.60404709421,68453.35877096247,41404.607326710604,74114.35549134607
